sstart_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,time,month,hours_after_sunset,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,csv_row_index,sort_date
05/02/2018 23:25,6,nan,05/02/2018 23:21,05/02/2018 23:26,253,0,0,2,05/02/2018 17:18,6.121111111,Winter,05/02/2018 23:18,2,6,104,1.466666667,1.3,8,123,05/02/2018
16/02/2018 22:18,2,rat,16/02/2018 22:18,16/02/2018 22:22,25,1,0,2,16/02/2018 17:27,4.860277778,Winter,16/02/2018 21:57,2,4.5,53,3,1.816666667,2,124,16/02/2018
16/02/2018 22:21,16,rat,16/02/2018 22:18,16/02/2018 22:22,181,1,0,2,16/02/2018 17:27,4.903611111,Winter,16/02/2018 21:57,2,4.5,53,3,1.816666667,2,125,16/02/2018
16/02/2018 22:21,2,rat,16/02/2018 22:18,16/02/2018 22:22,201,1,0,2,16/02/2018 17:27,4.909166667,Winter,16/02/2018 21:57,2,4.5,53,3,1.816666667,2,126,16/02/2018
16/02/2018 22:21,1,fast,16/02/2018 22:18,16/02/2018 22:22,206,0,1,2,16/02/2018 17:27,4.910555556,Winter,16/02/2018 21:57,2,4.5,53,3,1.816666667,2,127,16/02/2018
16/02/2018 22:22,NaN,rat_attack,16/02/2018 22:18,16/02/2018 22:22,250,1,0,2,16/02/2018 17:27,4.922777778,Winter,16/02/2018 21:57,2,4.5,53,3,1.816666667,2,128,16/02/2018
19/02/2018 00:33,NaN,fast,19/02/2018 00:31,19/02/2018 00:34,157,0,1,2,18/02/2018 17:29,7.078055556,Winter,19/02/2018 00:29,2,7,39,2,3.616666667,1,129,19/02/2018
19/02/2018 01:33,3,rat,19/02/2018 01:33,19/02/2018 01:33,6,1,0,2,18/02/2018 17:29,8.078333333,Winter,19/02/2018 01:29,2,8,40,1.301587302,0.2,1,130,19/02/2018
10/02/2018 21:08,5,rat,10/02/2018 21:04,10/02/2018 21:11,222,1,0,2,10/02/2018 17:22,3.771111111,Winter,10/02/2018 20:52,2,3.5,85,3.033794163,2.8,7,131,10/02/2018
10/02/2018 21:36,1,rat,10/02/2018 21:35,10/02/2018 21:36,68,1,0,2,10/02/2018 17:22,4.236666667,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,132,10/02/2018
10/02/2018 21:36,2,rat,10/02/2018 21:35,10/02/2018 21:36,75,1,0,2,10/02/2018 17:22,4.238611111,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,133,10/02/2018
10/02/2018 21:44,1,rat,10/02/2018 21:44,10/02/2018 21:51,6,1,0,2,10/02/2018 17:22,4.368333333,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,134,10/02/2018
10/02/2018 21:45,6,nan,10/02/2018 21:44,10/02/2018 21:51,86,0,0,2,10/02/2018 17:22,4.390555556,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,135,10/02/2018
10/02/2018 21:45,4,rat,10/02/2018 21:44,10/02/2018 21:51,92,1,0,2,10/02/2018 17:22,4.392222222,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,136,10/02/2018
10/02/2018 21:46,13,rat,10/02/2018 21:44,10/02/2018 21:51,137,1,0,2,10/02/2018 17:22,4.404722222,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,137,10/02/2018
10/02/2018 21:46,1,rat,10/02/2018 21:44,10/02/2018 21:51,155,1,0,2,10/02/2018 17:22,4.409722222,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,138,10/02/2018
10/02/2018 21:46,2,fast,10/02/2018 21:44,10/02/2018 21:51,158,0,1,2,10/02/2018 17:22,4.410555556,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,139,10/02/2018
10/02/2018 21:47,1,rat,10/02/2018 21:44,10/02/2018 21:51,224,1,0,2,10/02/2018 17:22,4.428888889,Winter,10/02/2018 21:22,2,4,92,3,3.633333333,8,140,10/02/2018
11/02/2018 00:32,1,rat,11/02/2018 00:31,11/02/2018 00:33,35,1,0,2,10/02/2018 17:22,7.1725,Winter,11/02/2018 00:22,2,7,70,1.4,1.566666667,1,141,11/02/2018
11/02/2018 01:09,5,pick,11/02/2018 01:09,11/02/2018 01:10,7,0,1,2,10/02/2018 17:22,7.794722222,Winter,11/02/2018 00:52,2,7.5,49,1.024193548,1.383333333,1,142,11/02/2018
11/02/2018 01:54,NaN,rat,11/02/2018 01:52,11/02/2018 01:58,105,1,0,2,10/02/2018 17:22,8.544444444,Winter,11/02/2018 01:22,2,8,56,1,0,0,143,11/02/2018
11/02/2018 01:55,3,rat,11/02/2018 01:52,11/02/2018 01:58,132,1,0,2,10/02/2018 17:22,8.551944444,Winter,11/02/2018 01:22,2,8,56,1,0,0,144,11/02/2018
11/02/2018 01:56,1,fast,11/02/2018 01:52,11/02/2018 01:58,242,0,1,2,10/02/2018 17:22,8.5825,Winter,11/02/2018 01:22,2,8,56,1,0,0,145,11/02/2018
11/02/2018 01:57,6,fast,11/02/2018 01:52,11/02/2018 01:58,269,0,1,2,10/02/2018 17:22,8.59,Winter,11/02/2018 01:22,2,8,56,1,0,0,146,11/02/2018
11/02/2018 01:57,24,rat,11/02/2018 01:52,11/02/2018 01:58,286,1,0,2,10/02/2018 17:22,8.594722222,Winter,11/02/2018 01:22,2,8,56,1,0,0,147,11/02/2018
10/02/2018 19:25,NaN,fast,10/02/2018 19:24,10/02/2018 19:25,13,0,1,2,10/02/2018 17:22,2.05,Winter,10/02/2018 19:22,2,2,47,4,0.25,1,148,10/02/2018
17/02/2018 20:50,2,rat,17/02/2018 20:49,17/02/2018 20:51,20,1,0,2,17/02/2018 17:28,3.370555556,Winter,17/02/2018 20:28,2,3,65,3,1.25,1,149,17/02/2018
17/02/2018 20:50,1,rat,17/02/2018 20:49,17/02/2018 20:51,35,1,0,2,17/02/2018 17:28,3.374722222,Winter,17/02/2018 20:28,2,3,65,3,1.25,1,150,17/02/2018
17/02/2018 20:50,2,rat,17/02/2018 20:49,17/02/2018 20:51,42,1,0,2,17/02/2018 17:28,3.376666667,Winter,17/02/2018 20:28,2,3,65,3,1.25,1,151,17/02/2018
17/02/2018 17:42,NaN,fast,17/02/2018 17:40,17/02/2018 17:43,139,0,1,2,17/02/2018 17:28,0.247777778,Winter,17/02/2018 17:28,2,0,8,4,1.25,2,152,17/02/2018
18/03/2018 21:37,3,fast,18/03/2018 21:37,18/03/2018 21:40,2,0,1,3,18/03/2018 17:50,3.795555556,Spring,18/03/2018 21:20,3,3.5,68,3,2.333333333,1,153,18/03/2018
18/03/2018 21:38,2,fast,18/03/2018 21:37,18/03/2018 21:40,73,0,1,3,18/03/2018 17:50,3.815277778,Spring,18/03/2018 21:20,3,3.5,68,3,2.333333333,1,154,18/03/2018
18/03/2018 21:39,1,fast,18/03/2018 21:37,18/03/2018 21:40,105,0,1,3,18/03/2018 17:50,3.824166667,Spring,18/03/2018 21:20,3,3.5,68,3,2.333333333,1,155,18/03/2018
18/03/2018 21:39,2,fast,18/03/2018 21:37,18/03/2018 21:40,130,0,1,3,18/03/2018 17:50,3.831111111,Spring,18/03/2018 21:20,3,3.5,68,3,2.333333333,1,156,18/03/2018
29/03/2018 00:47,4,pick,29/03/2018 00:46,29/03/2018 00:55,71,0,1,3,28/03/2018 18:57,5.849444444,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,157,29/03/2018
29/03/2018 00:49,NaN,rat,29/03/2018 00:46,29/03/2018 00:55,192,1,0,3,28/03/2018 18:57,5.883055556,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,158,29/03/2018
29/03/2018 00:50,9,pick,29/03/2018 00:46,29/03/2018 00:55,220,0,1,3,28/03/2018 18:57,5.890833333,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,159,29/03/2018
29/03/2018 00:50,18,pick,29/03/2018 00:46,29/03/2018 00:55,239,0,1,3,28/03/2018 18:57,5.896111111,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,160,29/03/2018
29/03/2018 00:50,14,rat,29/03/2018 00:46,29/03/2018 00:55,250,1,0,3,28/03/2018 18:57,5.899166667,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,161,29/03/2018
29/03/2018 00:51,2,other_bats,29/03/2018 00:46,29/03/2018 00:55,264,1,0,3,28/03/2018 18:57,5.903055556,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,162,29/03/2018
29/03/2018 00:51,3,fast,29/03/2018 00:46,29/03/2018 00:55,265,0,1,3,28/03/2018 18:57,5.903333333,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,163,29/03/2018
29/03/2018 00:51,12,rat,29/03/2018 00:46,29/03/2018 00:55,279,1,0,3,28/03/2018 18:57,5.907222222,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,164,29/03/2018
29/03/2018 00:51,15,pick,29/03/2018 00:46,29/03/2018 00:55,295,0,1,3,28/03/2018 18:57,5.911666667,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,165,29/03/2018
29/03/2018 00:53,2,fast,29/03/2018 00:46,29/03/2018 00:55,426,0,1,3,28/03/2018 18:57,5.948055556,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,166,29/03/2018
29/03/2018 00:54,34,rat,29/03/2018 00:46,29/03/2018 00:55,452,1,0,3,28/03/2018 18:57,5.955277778,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,167,29/03/2018
29/03/2018 00:55,11,rat,29/03/2018 00:46,29/03/2018 00:55,507,1,0,3,28/03/2018 18:57,5.970555556,Spring,29/03/2018 00:27,3,5.5,56,3,8.633333333,1,168,29/03/2018
29/03/2018 02:20,NaN,fast,29/03/2018 02:19,29/03/2018 02:25,29,0,1,3,28/03/2018 18:57,7.385833333,Spring,29/03/2018 01:57,3,7,43,2.005288207,5.516666667,1,169,29/03/2018
29/03/2018 02:21,2,fast,29/03/2018 02:19,29/03/2018 02:25,135,0,1,3,28/03/2018 18:57,7.415277778,Spring,29/03/2018 01:57,3,7,43,2.005288207,5.516666667,1,170,29/03/2018
29/03/2018 02:22,2,rat,29/03/2018 02:19,29/03/2018 02:25,188,1,0,3,28/03/2018 18:57,7.43,Spring,29/03/2018 01:57,3,7,43,2.005288207,5.516666667,1,171,29/03/2018
29/03/2018 02:25,NaN,rat,29/03/2018 02:19,29/03/2018 02:25,329,1,0,3,28/03/2018 18:57,7.469166667,Spring,29/03/2018 01:57,3,7,43,2.005288207,5.516666667,1,172,29/03/2018
20/03/2018 02:11,4,rat_pick,20/03/2018 02:11,20/03/2018 02:11,46,1,1,3,19/03/2018 17:51,8.347222222,Spring,20/03/2018 01:51,3,8,30,2.896118097,4.483333333,2,173,20/03/2018
20/03/2018 03:17,2,fast,20/03/2018 03:15,20/03/2018 03:17,108,0,1,3,19/03/2018 17:51,9.436944444,Spring,20/03/2018 02:51,3,9,14,2.030071077,1.816666667,1,174,20/03/2018
31/03/2018 00:28,25,other_bats,31/03/2018 00:20,31/03/2018 00:28,517,1,0,3,30/03/2018 18:59,5.497777778,Spring,30/03/2018 23:59,3,5,69,2,8.683333333,1,175,31/03/2018
31/03/2018 01:57,3,fast,31/03/2018 01:48,31/03/2018 01:58,537,0,1,3,30/03/2018 18:59,6.976944444,Spring,31/03/2018 01:29,3,6.5,55,1.293103448,9.533333333,1,176,31/03/2018
31/03/2018 00:28,1,nan,31/03/2018 00:20,31/03/2018 00:28,507,0,0,3,30/03/2018 18:59,5.495,Spring,30/03/2018 23:59,3,5,69,2,8.683333333,1,177,31/03/2018
31/03/2018 01:58,NaN,fast,31/03/2018 01:48,31/03/2018 01:58,572,0,1,3,30/03/2018 18:59,6.986666667,Spring,31/03/2018 01:29,3,6.5,55,1.293103448,9.533333333,1,178,31/03/2018
02/04/2018 22:04,10,rat,02/04/2018 21:58,02/04/2018 22:09,381,1,0,4,02/04/2018 19:01,3.06,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,179,02/04/2018
02/04/2018 22:05,8,rat_and_bat,02/04/2018 21:58,02/04/2018 22:09,436,1,0,4,02/04/2018 19:01,3.075277778,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,180,02/04/2018
02/04/2018 22:05,2,fast,02/04/2018 21:58,02/04/2018 22:09,450,0,1,4,02/04/2018 19:01,3.079166667,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,181,02/04/2018
02/04/2018 22:05,6,rat_and_bat,02/04/2018 21:58,02/04/2018 22:09,455,1,0,4,02/04/2018 19:01,3.080555556,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,182,02/04/2018
02/04/2018 22:06,2,bowl_out,02/04/2018 21:58,02/04/2018 22:09,477,0,0,4,02/04/2018 19:01,3.086666667,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,183,02/04/2018
02/04/2018 22:07,NaN,fast,02/04/2018 21:58,02/04/2018 22:09,558,0,1,4,02/04/2018 19:01,3.109166667,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,184,02/04/2018
02/04/2018 22:09,7,rat,02/04/2018 21:58,02/04/2018 22:09,662,1,0,4,02/04/2018 19:01,3.138055556,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,185,02/04/2018
02/04/2018 22:09,6,rat,02/04/2018 21:58,02/04/2018 22:09,673,1,0,4,02/04/2018 19:01,3.141111111,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,186,02/04/2018
02/04/2018 22:09,18,pick,02/04/2018 21:58,02/04/2018 22:09,668,0,1,4,02/04/2018 19:01,3.139722222,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,187,02/04/2018
02/04/2018 22:09,17,rat_and_bat,02/04/2018 21:58,02/04/2018 22:09,695,1,0,4,02/04/2018 19:01,3.147222222,Spring,02/04/2018 21:31,4,2.5,68,3,2.75,1,188,02/04/2018
02/04/2018 23:12,1,fast,02/04/2018 23:10,02/04/2018 23:18,128,0,1,4,02/04/2018 19:01,4.189444444,Spring,02/04/2018 23:01,4,4,69,2,8.45,1,189,02/04/2018
02/04/2018 23:16,6,pick,02/04/2018 23:10,02/04/2018 23:18,381,0,1,4,02/04/2018 19:01,4.259722222,Spring,02/04/2018 23:01,4,4,69,2,8.45,1,190,02/04/2018
02/04/2018 23:43,2,fast,02/04/2018 23:42,02/04/2018 23:48,80,0,1,4,02/04/2018 19:01,4.708055556,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,191,02/04/2018
02/04/2018 23:45,1,fast,02/04/2018 23:42,02/04/2018 23:48,177,0,1,4,02/04/2018 19:01,4.735,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,192,02/04/2018
02/04/2018 23:45,11,other_bat,02/04/2018 23:42,02/04/2018 23:48,223,1,0,4,02/04/2018 19:01,4.747777778,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,193,02/04/2018
02/04/2018 23:46,3,fast,02/04/2018 23:42,02/04/2018 23:48,234,0,1,4,02/04/2018 19:01,4.750833333,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,194,02/04/2018
02/04/2018 23:46,25,pick,02/04/2018 23:42,02/04/2018 23:48,239,0,1,4,02/04/2018 19:01,4.752222222,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,195,02/04/2018
02/04/2018 23:46,6,other_bats,02/04/2018 23:42,02/04/2018 23:48,238,1,0,4,02/04/2018 19:01,4.751944444,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,196,02/04/2018
02/04/2018 23:46,3,rat,02/04/2018 23:42,02/04/2018 23:48,262,1,0,4,02/04/2018 19:01,4.758611111,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,197,02/04/2018
02/04/2018 23:46,11,rat,02/04/2018 23:42,02/04/2018 23:48,287,1,0,4,02/04/2018 19:01,4.765555556,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,198,02/04/2018
02/04/2018 23:48,15,pick,02/04/2018 23:42,02/04/2018 23:48,355,0,1,4,02/04/2018 19:01,4.784444444,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,199,02/04/2018
02/04/2018 23:48,6,other_bats,02/04/2018 23:42,02/04/2018 23:48,360,1,0,4,02/04/2018 19:01,4.785833333,Spring,02/04/2018 23:31,4,4.5,91,2,6.516666667,1,200,02/04/2018
03/04/2018 01:01,NaN,fast,03/04/2018 01:00,03/04/2018 01:21,53,0,1,4,02/04/2018 19:01,6.003888889,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,201,03/04/2018
03/04/2018 01:01,1,fast,03/04/2018 01:00,03/04/2018 01:21,82,0,1,4,02/04/2018 19:01,6.011944444,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,202,03/04/2018
03/04/2018 01:01,1,fast,03/04/2018 01:00,03/04/2018 01:21,98,0,1,4,02/04/2018 19:01,6.016388889,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,203,03/04/2018
03/04/2018 01:02,4,pick,03/04/2018 01:00,03/04/2018 01:21,101,0,1,4,02/04/2018 19:01,6.017222222,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,204,03/04/2018
03/04/2018 01:02,NaN,rat,03/04/2018 01:00,03/04/2018 01:21,112,1,0,4,02/04/2018 19:01,6.020277778,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,205,03/04/2018
03/04/2018 01:02,1,rat,03/04/2018 01:00,03/04/2018 01:21,120,1,0,4,02/04/2018 19:01,6.0225,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,206,03/04/2018
03/04/2018 01:02,2,fast,03/04/2018 01:00,03/04/2018 01:21,128,0,1,4,02/04/2018 19:01,6.024722222,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,207,03/04/2018
03/04/2018 01:03,4,fast,03/04/2018 01:00,03/04/2018 01:21,180,0,1,4,02/04/2018 19:01,6.039166667,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,208,03/04/2018
03/04/2018 01:04,3,rat,03/04/2018 01:00,03/04/2018 01:21,232,1,0,4,02/04/2018 19:01,6.053611111,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,209,03/04/2018
03/04/2018 01:04,2,"373.0,80.0,504.0,148.0; 274.6,110.7,382.4,267.3",03/04/2018 01:00,03/04/2018 01:21,277,0,0,4,02/04/2018 19:01,6.066111111,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,210,03/04/2018
03/04/2018 01:06,19,other,03/04/2018 01:00,03/04/2018 01:21,353,1,0,4,02/04/2018 19:01,6.087222222,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,211,03/04/2018
03/04/2018 01:07,3,fast,03/04/2018 01:00,03/04/2018 01:21,435,0,1,4,02/04/2018 19:01,6.11,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,212,03/04/2018
03/04/2018 01:10,6,fast,03/04/2018 01:00,03/04/2018 01:21,612,0,1,4,02/04/2018 19:01,6.159166667,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,213,03/04/2018
03/04/2018 01:12,1,fast,03/04/2018 01:00,03/04/2018 01:21,708,0,1,4,02/04/2018 19:01,6.185833333,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,214,03/04/2018
03/04/2018 01:13,9,rat,03/04/2018 01:00,03/04/2018 01:21,777,1,0,4,02/04/2018 19:01,6.205,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,215,03/04/2018
03/04/2018 01:13,23,rat,03/04/2018 01:00,03/04/2018 01:21,806,1,0,4,02/04/2018 19:01,6.213055556,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,216,03/04/2018
03/04/2018 01:15,1,"245.6,179.5,321.4,314.0; 522.4,0.3,592.0,95.5",03/04/2018 01:00,03/04/2018 01:21,903,0,0,4,02/04/2018 19:01,6.24,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,217,03/04/2018
03/04/2018 01:15,155,eating,03/04/2018 01:00,03/04/2018 01:21,936,0,0,4,02/04/2018 19:01,6.249166667,Spring,03/04/2018 00:31,4,5.5,67,2,0.65,1,218,03/04/2018
03/04/2018 21:22,3,fast,03/04/2018 21:21,03/04/2018 21:32,90,0,1,4,03/04/2018 19:01,2.358611111,Spring,03/04/2018 21:01,4,2,27,3,9.983333333,1,219,03/04/2018
03/04/2018 21:27,3,fast,03/04/2018 21:21,03/04/2018 21:32,376,0,1,4,03/04/2018 19:01,2.438055556,Spring,03/04/2018 21:01,4,2,27,3,9.983333333,1,220,03/04/2018
03/04/2018 21:28,2,fast,03/04/2018 21:21,03/04/2018 21:32,452,0,1,4,03/04/2018 19:01,2.459166667,Spring,03/04/2018 21:01,4,2,27,3,9.983333333,1,221,03/04/2018
03/04/2018 23:24,2,fast,03/04/2018 23:24,03/04/2018 23:40,12,0,1,4,03/04/2018 19:01,4.395833333,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,222,03/04/2018
03/04/2018 23:25,9,rat,03/04/2018 23:24,03/04/2018 23:40,31,1,0,4,03/04/2018 19:01,4.401111111,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,223,03/04/2018
03/04/2018 23:25,4,fast,03/04/2018 23:24,03/04/2018 23:40,58,0,1,4,03/04/2018 19:01,4.408611111,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,224,03/04/2018
03/04/2018 23:27,5,rat,03/04/2018 23:24,03/04/2018 23:40,187,1,0,4,03/04/2018 19:01,4.444444444,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,225,03/04/2018
03/04/2018 23:27,4,rat,03/04/2018 23:24,03/04/2018 23:40,197,1,0,4,03/04/2018 19:01,4.447222222,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,226,03/04/2018
03/04/2018 23:28,1,fast,03/04/2018 23:24,03/04/2018 23:40,224,0,1,4,03/04/2018 19:01,4.454722222,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,227,03/04/2018
03/04/2018 23:29,48,rat,03/04/2018 23:24,03/04/2018 23:40,312,1,0,4,03/04/2018 19:01,4.479166667,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,228,03/04/2018
03/04/2018 23:29,3,fast,03/04/2018 23:24,03/04/2018 23:40,312,0,1,4,03/04/2018 19:01,4.479166667,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,229,03/04/2018
03/04/2018 23:31,NaN,rat_to_bat,03/04/2018 23:24,03/04/2018 23:40,402,1,0,4,03/04/2018 19:01,4.504166667,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,230,03/04/2018
03/04/2018 23:34,2,fast,03/04/2018 23:24,03/04/2018 23:40,597,0,1,4,03/04/2018 19:01,4.558333333,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,231,03/04/2018
03/04/2018 23:40,2,rat,03/04/2018 23:24,03/04/2018 23:40,949,1,0,4,03/04/2018 19:01,4.656111111,Spring,03/04/2018 23:01,4,4,53,2.785298784,6.45,1,232,03/04/2018
04/04/2018 00:48,3,rat,04/04/2018 00:48,04/04/2018 00:58,12,1,0,4,03/04/2018 19:01,5.788055556,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,233,04/04/2018
04/04/2018 00:48,4,fast,04/04/2018 00:48,04/04/2018 00:58,25,0,1,4,03/04/2018 19:01,5.791666667,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,234,04/04/2018
04/04/2018 00:49,22,other_bats/rat,04/04/2018 00:48,04/04/2018 00:58,59,1,0,4,03/04/2018 19:01,5.801111111,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,235,04/04/2018
04/04/2018 00:49,2,"405.6,112.3,513.1,215.4; 464.1,197.7,614.9,334.3; 511.5,301.1,639.4,388.9",04/04/2018 00:48,04/04/2018 00:58,63,0,0,4,03/04/2018 19:01,5.802222222,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,236,04/04/2018
04/04/2018 00:49,2,fast,04/04/2018 00:48,04/04/2018 00:58,97,0,1,4,03/04/2018 19:01,5.811666667,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,237,04/04/2018
04/04/2018 00:49,2,fast,04/04/2018 00:48,04/04/2018 00:58,112,0,1,4,03/04/2018 19:01,5.815833333,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,238,04/04/2018
04/04/2018 00:50,59,rat,04/04/2018 00:48,04/04/2018 00:58,165,1,0,4,03/04/2018 19:01,5.830555556,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,239,04/04/2018
04/04/2018 00:51,4,fast,04/04/2018 00:48,04/04/2018 00:58,217,0,1,4,03/04/2018 19:01,5.845,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,240,04/04/2018
04/04/2018 00:54,1,rat,04/04/2018 00:48,04/04/2018 00:58,357,1,0,4,03/04/2018 19:01,5.883888889,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,241,04/04/2018
04/04/2018 00:55,14,rat,04/04/2018 00:48,04/04/2018 00:58,418,1,0,4,03/04/2018 19:01,5.900833333,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,242,04/04/2018
04/04/2018 00:58,1,fast,04/04/2018 00:48,04/04/2018 00:58,624,0,1,4,03/04/2018 19:01,5.958055556,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,243,04/04/2018
04/04/2018 00:58,NaN,nan,04/04/2018 00:48,04/04/2018 00:58,632,0,0,4,03/04/2018 19:01,5.960277778,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,244,04/04/2018
04/04/2018 00:58,NaN,nan,04/04/2018 00:48,04/04/2018 00:58,651,0,0,4,03/04/2018 19:01,5.965555556,Spring,04/04/2018 00:31,4,5.5,49,2,10.86666667,1,245,04/04/2018
26/04/2018 21:25,68,pick_and_all,26/04/2018 21:24,26/04/2018 21:26,19,1,1,4,26/04/2018 19:17,2.135,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,246,26/04/2018
26/04/2018 21:25,6,rat,26/04/2018 21:24,26/04/2018 21:26,22,1,0,4,26/04/2018 19:17,2.135833333,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,247,26/04/2018
26/04/2018 21:25,2,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,29,1,0,4,26/04/2018 19:17,2.137777778,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,248,26/04/2018
26/04/2018 21:25,8,bat_and_pick,26/04/2018 21:24,26/04/2018 21:26,45,1,1,4,26/04/2018 19:17,2.142222222,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,249,26/04/2018
26/04/2018 21:25,5,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,66,1,0,4,26/04/2018 19:17,2.148055556,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,250,26/04/2018
26/04/2018 21:26,2,bat_fight,26/04/2018 21:24,26/04/2018 21:26,76,1,0,4,26/04/2018 19:17,2.150833333,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,251,26/04/2018
26/04/2018 21:26,15,bat_fight,26/04/2018 21:24,26/04/2018 21:26,88,1,0,4,26/04/2018 19:17,2.154166667,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,252,26/04/2018
26/04/2018 21:26,4,bat_fight_and_pick,26/04/2018 21:24,26/04/2018 21:26,101,1,1,4,26/04/2018 19:17,2.157777778,Spring,26/04/2018 21:17,4,2,84,3,1.7,1,253,26/04/2018
